Status,Date,Time,Session Type,Teacher Name,School Name,School Level,District,Session Title,volunteer,Organization,volunteer Location,Topic/Theme,Session Link
teacher no-show,11/15/2023,,,Victor Herring,New Chelsea Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Lee Montgomery,Bertram Caruthers Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Leonard Parker,Brune Elem,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Jason Malone,Hazel Grove Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Danny Thomas,Frances Willard Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Lisa Jones,Lindbergh Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Yesenia Stewart,Dobbs Elementary,Elementary,Hickman Mills,Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Robert Brown,Compass Elementary,Elementary,Hickman Mills,Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Christian Bell,Banneker Elementary (KS),Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,John Scott,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Jamie Avila,Compass Elementary,Elementary,Hickman Mills,Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Jacob Nguyen,Welborn Elementary,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
teacher no-show,11/15/2023,,,Jeffery Rivera,West Park,Elementary,KCKPS (KS),Careers in the Music Industry,,,Local (KS/MO),,
successfully completed,11/15/2023,1:00 PM,Industry chat,Debra Williams,,,,The World of Engineering,Stephen Rivas,,Local (KS/MO),Engineering,https://prepkc.nepris.com/app/sessions/103845
successfully completed,11/16/2023,1:30 PM,Teacher requested,Mark Jones,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: What's it like to be a real estate agent?,Robert Martinez,,Local (KS/MO),Business,https://prepkc.nepris.com/app/sessions/104373
simulcast,11/16/2023,,,Michael Mcguire,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: What's it like to be a real estate agent?,,,Local (KS/MO),,
successfully completed,11/16/2023,10:00 AM,Teacher requested,Mariah Hester,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: What makes marketing a great career?,Lindsey Jones,,Local (KS/MO),Business,https://prepkc.nepris.com/app/sessions/104375
simulcast,11/16/2023,,,Haley Michael,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: What makes marketing a great career?,,,Local (KS/MO),,
simulcast,11/16/2023,,,Alyssa Phillips,Warford Elementary,Elementary,Hickman Mills,Ingels Elementary: What makes marketing a great career?,,,Local (KS/MO),,
Local Professional Cancellation,11/16/2023,10:00 AM,Kansas City Series,Debra Williams,,Elementary,,Native American Heritage Month,Felicia Lindsey,Wyandotte Nation,Local (KS/MO),Native Americans,https://prepkc.nepris.com/app/sessions/104453
count,11/16/2023,,,Mark Johnson,West Park,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,John Gomez,Mark Twain Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Linda Davis,Mark Twain Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jessica Rodriguez,JFK Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Cynthia Lam,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Michele Fisher,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Keith Johnson,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Nicholas Miller,Warford Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Christopher Robinson,John Fiske Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Christopher Allen,Ruskin High School,High,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,David Brown,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Rickey Davis,Hazel Grove Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Nancy Carroll,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Kelly Arroyo,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Tammy Shaw,Compass Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jeremiah Jimenez,Douglass Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Elizabeth Ortiz,McKinley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Victoria Taylor,McKinley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Rodney Riggs,Hazel Grove Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Gary Curry,John Fiske Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Joshua Aguirre,Stony Point North Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Shelley Myers,McKinley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Frank Cunningham,McKinley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Natalie Carter,Emerson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Christopher Allison,JFK Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jacob Nguyen,Welborn Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Theresa Lee,Emerson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jermaine Salinas,New Chelsea Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Andrew Hall,Banneker Elementary (KS),Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jonathan Mccarty,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Danielle Ingram,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Timothy Buckley,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Emily Martin,Emerson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Alyssa Phillips,Warford Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Amy Reed,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Christopher Ware,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jeremy Osborn,Dobbs Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Tamara Garza,Ervin Early Learning,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Marc Velasquez,Compass Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Michael Mcguire,Ingels Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Hector Johnson,Ervin Early Learning,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Tom Wagner,Warford Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Yesenia Stewart,Dobbs Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Patricia Collins,Warford Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Stacy Silva,Brune Elem,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jeffery Cummings,Ingels Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,April Reese,ME Pearson Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Rebecca Oconnor,Warford Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,John Scott,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Ashley Stephens,JFK Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,John Warner,Douglass Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Nicole Flores,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jamie Avila,Compass Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Chad Booker,Compass Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Nicholas Williams,Dobbs Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,James Vincent,Truman Elementary,Elementary,Hickman Mills,Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Morgan Herman,Foreign Language Academy,Elementary,KCPS (MO),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Ronald Mccall,Welborn Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,James Arroyo,Paseo Academy,Middle,KCPS (MO),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Sarah Pearson,Welborn Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Christopher Kramer,Manual Career & Tech,High,KCPS (MO),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Jose Ramirez,Northeast High School,High,KCPS (MO),Native American Heritage Month,,,Local (KS/MO),,
count,11/16/2023,,,Sean Potter,McKinley Elementary,Elementary,KCKPS (KS),Native American Heritage Month,,,Local (KS/MO),,
unfilled,11/16/2023,,Teacher requested,Michelle Nelson,Hazel Grove Elementary,Elementary,KCKPS (KS),Service Animals: How Inherited Traits and Learned Behaviors Help Animals Serve People,,,,,https://prepkc.nepris.com/app/sessions/104657
successfully completed,11/17/2023,1:30 PM,Teacher requested,Daniel Taylor,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: Affects of junk food on growth and development,John Tucker,,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104376
simulcast,11/17/2023,,,Anthony Lambert,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: Affects of junk food on growth and development,,,Local (KS/MO),,
simulcast,11/17/2023,,,Whitney Flores,Ingels Elementary,Elementary,Hickman Mills,Ingels Elementary: Affects of junk food on growth and development,,,Local (KS/MO),,
technical difficulties,11/17/2023,9:00 AM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Cosmetology,James Coffey,Anytime Pretty Time Inc,Local (KS/MO),Cosmetology,https://prepkc.nepris.com/app/sessions/104380
count,11/17/2023,,,Jessica Taylor,West Park,Elementary,KCKPS (KS),Cosmetology,,,Local (KS/MO),,
count,11/17/2023,,,James Murphy,West Park,Elementary,KCKPS (KS),Cosmetology,,,Local (KS/MO),,
count,11/17/2023,,,Sheila Soto,West Park,Elementary,KCKPS (KS),Cosmetology,,,Local (KS/MO),,
count,11/17/2023,,,Sarah Brooks,West Park,Elementary,KCKPS (KS),Cosmetology,,,Local (KS/MO),,
successfully completed,11/17/2023,9:00 AM,Teacher requested,Lindsey Parker,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,Kimberly Dunlap,Kansas City Fashion Week,Local (KS/MO),Fashion,https://prepkc.nepris.com/app/sessions/104381
simulcast,11/17/2023,,,Robert Griffin,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
simulcast,11/17/2023,,,Chad Donaldson,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
simulcast,11/17/2023,,,Gregory Abbott,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
simulcast,11/17/2023,,,Shawn Macias,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
simulcast,11/17/2023,,,Hayley Horn,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
successfully completed,11/17/2023,9:00 AM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Animal Care,Nancy Campbell,Kansas City Zoo,Local (KS/MO),Animal Science,https://prepkc.nepris.com/app/sessions/104384
simulcast,11/17/2023,,,Aaron Hines,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Mary Wise,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Shawn Jensen,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Justin Palmer,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Julie Vasquez,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
successfully completed,11/17/2023,10:00 AM,Teacher requested,Shawn Jensen,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,Jordan Sullivan,Leawood Police Dept,Local (KS/MO),Emergency Responders,https://prepkc.nepris.com/app/sessions/104388
simulcast,11/17/2023,,,Jessica Taylor,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Lindsey Parker,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Sheila Soto,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Sarah Brooks,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Shawn Macias,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Jeffery Rivera,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
simulcast,11/17/2023,,,Aaron Hines,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,,,Local (KS/MO),,
unfilled,11/17/2023,10:00 AM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Media/Social Media,Katherine Rivera,,,Business,https://prepkc.nepris.com/app/sessions/104389
count,11/17/2023,,,Gregory Abbott,West Park,Elementary,KCKPS (KS),Media/Social Media,,,,,
count,11/17/2023,,,Robert Griffin,West Park,Elementary,KCKPS (KS),Media/Social Media,,,,,
count,11/17/2023,,,Mark Hodge,West Park,Elementary,KCKPS (KS),Media/Social Media,,,,,
count,11/17/2023,,,Aaron Hines,West Park,Elementary,KCKPS (KS),Media/Social Media,,,,,
successfully completed,11/17/2023,10:00 AM,Teacher requested,Julie Vasquez,West Park,Elementary,KCKPS (KS),Healthcare,Charles Gonzalez,Research College of Nursing,Local (KS/MO),Healthcare,https://prepkc.nepris.com/app/sessions/104385
simulcast,11/17/2023,,,Mary Wise,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Chad Donaldson,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Justin Palmer,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Shawn Macias,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Julie Vasquez,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,James Anderson,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,John Wood,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Nicole Cole,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
successfully completed,11/17/2023,1:30 PM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Cosmetology,Aaron Williamson,Art and Science Salon,Not local,Cosmetology,https://prepkc.nepris.com/app/sessions/101881
simulcast,11/17/2023,,,Luis Rodriguez,Brune Elem,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
simulcast,11/17/2023,,,Andrew Hardy,Brune Elem,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
simulcast,11/17/2023,,,James Anderson,West Park,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
simulcast,11/17/2023,,,Jennifer Hernandez,West Park,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
simulcast,11/17/2023,,,Kevin Atkinson,West Park,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
simulcast,11/17/2023,,,Jake Wright,West Park,Elementary,KCKPS (KS),Cosmetology,,,Not local,,
successfully completed,11/17/2023,1:30 PM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,Kimberly Dunlap,Kansas City Fashion Week,Local (KS/MO),Fashion,https://prepkc.nepris.com/app/sessions/104382
simulcast,11/17/2023,,,Susan Ramirez,West Park,Elementary,KCKPS (KS),Fashion/Costume Design,,,Local (KS/MO),,
successfully completed,11/17/2023,1:30 PM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Animal Care,Willie Barr,Kansas City Zoo,Local (KS/MO),Animal Science,https://prepkc.nepris.com/app/sessions/104383
simulcast,11/17/2023,,,Kayla Wilson,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Mark Johnson,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Nicole Cole,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
simulcast,11/17/2023,,,Trevor Thomas,West Park,Elementary,KCKPS (KS),Animal Care,,,Local (KS/MO),,
successfully completed,11/17/2023,2:15 PM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Healthcare,Matthew Hill,Research College of Nursing,Local (KS/MO),Healthcare,https://prepkc.nepris.com/app/sessions/104386
simulcast,11/17/2023,,,Nicole Cole,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,James Anderson,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
simulcast,11/17/2023,,,Jennifer Hernandez,West Park,Elementary,KCKPS (KS),Healthcare,,,Local (KS/MO),,
successfully completed,11/17/2023,2:15 PM,Teacher requested,Shawn Macias,West Park,Elementary,KCKPS (KS),Police/Military/Public Service,Jessica Hicks,,Local (KS/MO),Military,https://prepkc.nepris.com/app/sessions/104387
